Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-16691300007,01/02/19,4678,Fareway Stores #124 / Adel,804 Nile Kinnick Dr,Adel,50003,POINT (-94.01679600000001 41.61025),25,DALLAS,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-16680500001,01/02/19,3385,Sam's Club 8162 / Cedar Rapids,2605 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.67969 42.031819),57,LINN,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,24,377.76,24,6.34
INV-16692200052,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10809,Crown Royal Regal Apple,6,1750,31.99,47.99,6,287.94,10.5,2.77
INV-16693000005,01/02/19,5004,Ida Grove Food Pride,200 Susan Lawrence Dr,Ida Grove,51445,,47,IDA,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11296,Crown Royal,12,750,15.59,23.39,12,280.68,9,2.37
INV-16696200118,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1051100,American Brandies,434,LUXCO INC,55086,Paramount Blackberry Brandy,12,750,5.48,8.22,4,32.88,3,0.79
INV-16687900040,01/02/19,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1071100,Cocktails /RTD,35,BACARDI USA INC,56840,Bacardi Party Drinks Hurricane,6,1750,6.98,10.47,2,20.94,3.5,0.92
INV-16678800035,01/02/19,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1012100,Canadian Whiskies,65,Jim Beam Brands,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
INV-16686000124,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49189,Remy Martin VSOP,24,200,6.48,9.72,24,233.28,4.8,1.26
INV-16700500008,01/02/19,5431,Brew Coffee Wine Spirit and Cigars,346 Plymouth St SW,Le Mars,51031,POINT (-96.171858 42.793075),75,PLYMOUTH,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,19.99,29.99,3,89.97,2.25,0.59
INV-16689800077,01/02/19,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,35354,Absolut Mango,12,750,11.49,17.24,12,206.88,9,2.37
INV-16692100005,01/02/19,4458,QUIK TRIP #568 / JOHNSTON,5169 Merle Hay Rd,Johnston,50131,POINT (-93.69753300000002 41.654161),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,5,18.75,1,0.26
INV-16679800081,01/02/19,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,POINT (-91.67706 41.962419),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86691,Jack Daniels Tennessee Fire Mini,12,500,9.06,13.59,12,163.08,6,1.58
INV-16688700007,01/02/19,2843,CVS Pharmacy #8526 / Cedar Rapids,4116 Center Pointe Rd,Cedar Rapids,52402,POINT (-91.665139 42.020729),57,LINN,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,4,56.64,7,1.84
INV-16685600073,01/02/19,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1081400,American Schnapps,65,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.87,11.81,3,35.43,3,0.79
INV-16687700028,01/02/19,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1071100,Cocktails /RTD,65,Jim Beam Brands,63355,Skinnygirl Margarita,12,750,6.29,9.44,12,113.28,9,2.37
INV-16701100025,01/02/19,3981,Wal-Mart 1152 / Sioux Center,255 16th St SW,Sioux Center,51250,POINT (-96.179835 43.060881),84,SIOUX,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-16689100017,01/02/19,4566,Kum & Go #508 / Cedar Rapids,30 Four Oaks Dr SW,Cedar Rapids,52404,POINT (-91.658073 41.923446),57,LINN,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,48,133.92,18,4.75
INV-16685700070,01/02/19,2465,Sid's Beverage Shop,2727 Dodge St,Dubuque,52003,POINT (-90.705328 42.491862),31,DUBUQUE,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,27783,Jim Beam Apple,12,750,10.5,15.75,3,47.25,2.25,0.59
INV-16682200037,01/02/19,5060,L&M Mighty Shop,"504, E Burlington St",Iowa City,52240,POINT (-91.52843 41.657818),52,JOHNSON,1011200,Straight Bourbon Whiskies,85,Brown Forman Corp.,17826,Early Times 36 Mo Ky Str Bourbon,12,750,7.02,10.53,2,21.06,1.5,0.39
INV-16682500009,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10804,Crown Royal Regal Apple,44,200,4.72,7.08,2,14.16,0.4,0.1
INV-16679300019,01/02/19,4482,Indy 66 West #929 / Indianola,2001 W 2nd Ave,Indianola,50125,POINT (-93.58762800000001 41.356153),91,WARREN,1081600,Whiskey Liqueur,229,DEHNER DISTILLERY,86563,Blue Ox Cinnamon Whiskey,12,750,5,7.5,12,90,9,2.37
INV-16680200153,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11786,Black Velvet Traveler,12,750,5.23,7.85,12,94.2,9,2.37
INV-16679600001,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,32.5,48.75,2,94.26,1.5,0.39
INV-16700600035,01/02/19,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1081300,American Cordials & Liqueur,434,LUXCO INC,78866,Paramount Creme de Cacao White,12,750,5,7.5,12,90,9,2.37
INV-16686800103,01/02/19,2649,Hy-Vee #3 / Dubuque,400 Locust St,Dubuque,52001,POINT (-90.666497 42.49721900000001),31,DUBUQUE,1062500,Flavored Rum,65,Jim Beam Brands,44419,Cruzan Black Cherry,12,750,7,10.5,2,20.5,1.5,0.39
INV-16695000012,01/02/19,5509,Heartland Market,1101 Main St,Manson,50563,POINT (-94.534319 42.530636),13,CALHOUN,1031100,American Vodkas,300,McCormick Distilling Co.,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-16679600192,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1022200,100% Agave Tequila,115,CONSTELLATION BRANDS INC,87266,Casa Noble Crystal,6,750,20,30,6,180,4.5,1.18
INV-16691200017,01/02/19,4384,Kum & Go #2093 / Adel,409 Nile Kinnick Dr,Adel,50003,POINT (-94.017511 41.614114),25,DALLAS,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,8,66,3,0.79
INV-16696500005,01/02/19,5599,Kwik Stop 4,515 Broadway St,Waterloo,50703,POINT (-92.345106 42.510792),7,BLACK HAWK,1081200,Cream Liqueurs,305,Mhw LTD,73055,Rumchata,12,750,12.5,18.75,1,18.75,0.75,0.19
INV-16678800011,01/02/19,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.49,15.74,12,188.88,9,2.37
INV-16682500053,01/02/19,5111,Creekside Market,2601 Hwy 6 East,Iowa City,52240,POINT (-91.493643 41.633009),52,JOHNSON,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-16684300011,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,27783,Jim Beam Apple,12,750,10.5,15.75,12,189,9,2.37
INV-16685600076,01/02/19,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001,POINT (-90.696886 42.500775000000004),31,DUBUQUE,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,4,48,1.5,0.39
INV-16686700018,01/02/19,5660,North Side Liquor & Tobacco / Dubuque,2013 Central Ave,Dubuque,52001,POINT (-90.670151 42.5116),31,DUBUQUE,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11771,Black Velvet Mini,10,600,6.8,10.2,20,204,12,3.17
INV-16677400002,01/02/19,4377,Quik Trip #562 / NE 14th / DSM,4801 NE 14th St,Des Moines,50313,POINT (-93.600266 41.648602),77,POLK,1062200,White Rum,35,BACARDI USA INC,43124,Bacardi Superior,24,375,4.5,6.75,1,6.75,0.37,0.09
INV-16678600048,01/02/19,4641,Kum & Go #573 / SE 14th DM,5830 SE 14th St,Des Moines,50315,,77,POLK,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,6,52.02,4.5,1.18
INV-16678400011,01/02/19,3696,Wal-Mart 1723 / Des Moines,5101 SE 14th St,Des Moines,50315,,77,POLK,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77740,Smirnoff Raspberry,12,750,8.25,12.38,12,148.56,9,2.37
INV-16695800023,01/02/19,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036,POINT (-93.867439 42.037347),8,BOONE,1031200,American Flavored Vodka,259,Heaven Hill Brands,36606,Deep Eddy Orange,12,750,9,13.5,2,27,1.5,0.39
INV-16695900013,01/02/19,3769,Wal-Mart 0753 / Cedar Fall,525 Brandilynn Blvd,Cedar Falls,50613,POINT (-92.440394 42.485042),7,BLACK HAWK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10836,Crown Royal Black,12,750,17,25.5,12,306,9,2.37
INV-16677300025,01/02/19,4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2nd,Des Moines,50313,POINT (-93.619906 41.643664),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36886,Mccormick Vodka,12,750,3.31,4.97,4,19.88,3,0.79
INV-16692600044,01/02/19,2200,Sac Liquor Store,619 E Main St,Sac City,50583,POINT (-94.974011 42.421341),81,SAC,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,3.5,5.25,2,10.5,0.75,0.19
INV-16694300075,01/02/19,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1081200,Cream Liqueurs,259,Heaven Hill Brands,68126,Carolans Irish Cream,12,750,8.2,12.3,2,24.6,1.5,0.39
INV-16679600108,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1062200,White Rum,451,SERRALLES USA,43426,Don Q Cristal,12,750,6.5,9.75,4,39,3,0.79
INV-16679100055,01/02/19,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1081400,American Schnapps,65,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,7.87,11.81,12,141.72,12,3.17
INV-16684100031,01/02/19,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,12,211.56,12,3.17
INV-16695800034,01/02/19,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036,POINT (-93.867439 42.037347),8,BOONE,1022200,100% Agave Tequila,370,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,12.99,19.49,1,18.74,0.75,0.19
INV-16679900053,01/02/19,5142,Smokin' Joe's #13 Tobacco and Liquor Outlet,2315 Mt Vernon Rd SE,Cedar Rapids,52303,,57,Linn,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,1,10.13,0.75,0.19
INV-16697400017,01/02/19,4265,Kwik Stop 3 / Waterloo,1104 Washington St,Waterloo,50702,POINT (-92.336965 42.489106),7,BLACK HAWK,1032100,Imported Vodkas,35,BACARDI USA INC,34359,Grey Goose,12,200,5,7.5,12,90,2.4,0.63
INV-16695800039,01/02/19,4107,Fareway Stores #384 / Boone,1711 Hawkeye Dr,Boone,50036,POINT (-93.867439 42.037347),8,BOONE,1062500,Flavored Rum,35,BACARDI USA INC,43501,Bacardi Raspberry,12,750,8.25,12.38,3,37.14,2.25,0.59
INV-16692600013,01/02/19,2200,Sac Liquor Store,619 E Main St,Sac City,50583,POINT (-94.974011 42.421341),81,SAC,1062400,Spiced Rum,260,DIAGEO AMERICAS,43331,Captain Morgan Spiced Rum Mini,12,500,4.8,7.2,1,7.2,0.5,0.13
INV-16700400029,01/02/19,4231,Fareway Stores #719 / Le Mars,115 Plymouth St NE,Le Mars,51031,POINT (-96.164909 42.793066),75,PLYMOUTH,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19476,Makers Mark,12,750,17.5,26.25,2,52.5,1.5,0.39
INV-16690500055,01/02/19,2665,Hy-Vee / Waukee,1005 E Hickman Rd,Waukee,50263,POINT (-93.854477 41.615059),25,DALLAS,1031100,American Vodkas,519,Colorado Gold Distillery,36673,Colorado High Vodka,12,750,11,16.5,12,198,9,2.37
INV-16702200002,01/02/19,4891,Schottsy's Liquor,109 5th St,Sibley,51249,POINT (-95.759943 43.403935),72,OSCEOLA,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69637,Dr McGillicuddys Cherry,12,1000,11,16.5,12,198,12,3.17
INV-16695400012,01/02/19,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11588,Black Velvet Reserve,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-16682200009,01/02/19,5060,L&M Mighty Shop,"504, E Burlington St",Iowa City,52240,POINT (-91.52843 41.657818),52,JOHNSON,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80prf,24,375,4.99,7.49,3,22.47,1.12,0.29
INV-16683300024,01/02/19,3980,Wal-Mart 1721 / Iowa City,919 Hwy 1 West,Iowa City,52246,POINT (-91.552125 41.646646),52,JOHNSON,1022200,100% Agave Tequila,330,Gemini Spirits,88036,Margaritaville Silver Tequila,12,750,7.51,11.27,12,111.48,9,2.37
INV-16695400067,01/02/19,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67524,Kahlua Coffee,24,375,6.49,9.74,2,19.48,0.75,0.19
INV-16678300013,01/02/19,4799,Walgreens #05777 / Des Moines,2930 E University Ave,Des Moines,50317,POINT (-93.559285 41.600575),77,POLK,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9,2.37
INV-16688200014,01/02/19,5341,JJ's on Johnson,235 Edgewood Rd NW,Cedar Rapids,52405,POINT (-91.715929 41.974231),57,LINN,1031100,American Vodkas,300,McCormick Distilling Co.,36904,Mccormick Vodka Pet,24,375,1.8,2.7,24,64.8,9,2.37
INV-16693800009,01/02/19,5140,A to Z Liquor,"114, S  2nd  St",Cherokee,51012,POINT (-95.55132 42.749013),18,CHEROKEE,1022100,Mixto Tequila,395,PROXIMO,89194,Jose Cuervo Especial Reposado Flask,24,375,5.5,8.25,24,198,9,2.37
INV-16689400030,01/02/19,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1062500,Flavored Rum,35,BACARDI USA INC,43136,Bacardi Limon,12,750,8.26,12.39,12,148.68,9,2.37
INV-16682000015,01/02/19,4161,Fareway Stores #950 / Iowa City,2530 Westwinds Dr,Iowa City,52246,POINT (-91.575636 41.650842),52,JOHNSON,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown,6,1750,12.96,19.44,6,116.64,10.5,2.77
INV-16693200043,01/02/19,3932,Main Street Spirits / Mapleton,311 Main St,Mapleton,51034,POINT (-95.79375 42.165915),67,MONONA,1051100,American Brandies,434,LUXCO INC,55086,Paramount Blackberry Brandy,12,750,5.48,8.22,2,16.44,1.5,0.39
INV-16678000074,01/02/19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1022200,100% Agave Tequila,410,Patron Spirits Company,88296,Patron Silver,12,750,27.5,41.25,12,495,9,2.37
INV-16682800191,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,2,60.78,3.5,0.92
INV-16688100024,01/02/19,3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,225 Edgewood Rd,Cedar Rapids,52405,,57,LINN,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37936,Skol Vodka,12,750,3.64,5.46,1,5.46,0.75,0.19
INV-16685900012,01/02/19,3841,Hartig Drug Company #2 / Locust,157 Locust St,Dubuque,52001,POINT (-90.665439 42.495308),31,DUBUQUE,1042100,Imported Dry Gins,35,BACARDI USA INC,28206,Bombay Dry Gin,12,750,10.5,15.75,2,31.5,1.5,0.39
INV-16696400013,01/02/19,5599,Kwik Stop 4,515 Broadway St,Waterloo,50703,POINT (-92.345106 42.510792),7,BLACK HAWK,1041100,American Dry Gins,370,PERNOD RICARD USA,32232,Seagrams Extra Dry Gin,48,100,0.97,1.46,48,70.08,4.8,1.26
INV-16697200003,01/02/19,5113,"Ray's Supermarket, Inc.",1975 Franklin St,Waterloo,50703,POINT (-92.315215 42.495394),7,BLACK HAWK,1051100,American Brandies,205,E & J Gallo Winery,52580,E & J VSOP,24,200,2.49,3.74,24,89.76,4.8,1.26
INV-16688300056,01/02/19,5176,Smokin' Joe's #15 Tobacco and Liquor Outlet,455 Edgewood Rd NW,Cedar Rapids,52405,POINT (-91.715903 41.97805),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26824,Jack Daniels Old #7 Black Label Square,24,375,7.5,11.25,6,67.5,2.25,0.59
INV-16686000025,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86693,Jack Daniels Tennessee Fire,12,1000,18.89,28.34,12,340.08,12,3.17
INV-16696200082,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1031200,American Flavored Vodka,380,Phillips Beverage,41694,UV Blue Raspberry,12,1000,7.5,11.25,2,22.5,2,0.52
INV-16678000071,01/02/19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8,12,24,288,9,2.37
INV-16688100029,01/02/19,3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,225 Edgewood Rd,Cedar Rapids,52405,,57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,1,12.38,0.75,0.19
INV-16680800109,01/02/19,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1062300,Aged Dark Rum,380,Phillips Beverage,43529,La Hechicera Aged Rum,6,750,22,33,6,198,4.5,1.18
INV-16679600139,01/02/19,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30,45,1,45,3,0.79
INV-16686200003,01/02/19,5598,Liquor Tobacco & Grocery,1998 Jackson St,Dubuque,52001,POINT (-90.668277 42.511477),31,DUBUQUE,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,19.99,29.99,12,359.88,9,2.37
INV-16690700048,01/02/19,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1012200,Scotch Whiskies,330,Gemini Spirits,4989,Glenfarclas 10YR Single Malt,6,750,24,36,12,432,9,2.37
INV-16697900008,01/02/19,4642,Liquor and Tobacco Outlet / Univ Ave Waterloo,2844 University Ave,Waterloo,50701,POINT (-92.382928 42.498321),7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23,6,138,10.5,2.77
INV-16684300096,01/02/19,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1031200,American Flavored Vodka,259,Heaven Hill Brands,41927,Burnetts Fruit Punch,12,750,4.48,6.72,12,80.64,9,2.37
INV-16689900009,01/02/19,4131,Fareway Stores #933 / Urbandale,8450 Meredith Dr,Urbandale,50322,POINT (-93.734312 41.643829),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-16690000011,01/02/19,5124,Price Chopper  /  Johnston,5440 NW  86th St,Johnston,50131,POINT (-93.738772 41.65919800000001),77,POLK,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,10008,Scoresby Rare Scotch,6,1750,10.5,15.75,6,94.5,10.5,2.77
INV-16686000140,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1051100,American Brandies,259,Heaven Hill Brands,52319,Christian Bros Brandy-Round,12,1000,7.11,10.67,24,256.08,24,6.34
INV-16680200145,01/02/19,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1051100,American Brandies,205,E & J Gallo Winery,52598,E & J VS,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-16696200205,01/02/19,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1022200,100% Agave Tequila,330,Gemini Spirits,89496,Margaritaville Gold Tequila,12,750,7.51,11.27,12,111.48,9,2.37
INV-16699600002,01/02/19,5446,Pump N Pak,1004 Main St.,Rock Valley,51247,POINT (-96.294824 43.200164),84,SIOUX,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192,9,2.37
INV-16686000081,01/02/19,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001,POINT (-90.668138 42.504959),31,DUBUQUE,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75198,Kinky Blue,6,750,10,15,6,90,4.5,1.18
INV-16702300046,01/02/19,3705,Liquor Locker,507 1st Ave #100,Rock Rapids,51246,,60,LYON,1071100,Cocktails /RTD,305,Mhw LTD,73803,FrappaChata Iced Coffee Blend,6,1750,11,16.5,6,99,10.5,2.77
INV-16689400056,01/02/19,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,POINT (-93.582348 41.70486400000001),77,POLK,1022200,100% Agave Tequila,55,SAZERAC NORTH AMERICA,88602,Solana Agave Blanco Tequila,6,750,12.48,18.72,6,112.32,4.5,1.18
INV-16682800117,01/02/19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1062500,Flavored Rum,35,BACARDI USA INC,43095,Bacardi Mango Fusion,12,750,8.25,12.38,6,74.28,4.5,1.18
INV-16683600016,01/02/19,5224,Keystone Liquor & Wine / Coralville,517 2nd St,Coralville,52241,POINT (-91.574095 41.671543),52,JOHNSON,1041100,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,12,116.88,9,2.37
INV-16692200024,01/02/19,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,35453,Svedka Cherry,12,750,8.25,12.38,12,148.56,9,2.37
INV-16680000041,01/02/19,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1012300,Single Malt Scotch,260,DIAGEO AMERICAS,5430,Lagavulin 16yr Single Malt Scotch,12,750,50.49,75.74,1,75.74,0.75,0.19
INV-16699200024,01/02/19,4904,Larchwood Quick Stop,832 Broadway St,Larchwood,51241,POINT (-96.43415 43.45255),60,LYON,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27474,Bird Dog Blackberry,6,750,10,15,1,15,0.75,0.19
